PrecinctName,HILLARY CLINTON,BERNIE SANDERS,WILLIE L_ WILSON,MARTIN J_ O'MALLEY,LARRY COHEN,ROQUE ROCKY DE LA FUENTE,DAVID FORMHALS,BRIAN O'NEILL w-in,DONALD J_ TRUMP,TED CRUZ,JOHN R_ KASICH,MARCO RUBIO,BEN CARSON,JEB BUSH,RAND PAUL,CHRIS CHRISTIE,MIKE HUCKABEE,CARLY FIORINA,RICK SANTORUM,JOANN BREIVOGEL,Total
Waukegan 355,111,161,1,0,0,0,0,0,50,41,27,18,0,1,1,0,0,0,0,0,411
Waukegan 354,97,104,2,0,0,1,0,0,16,13,12,3,1,1,0,0,1,0,0,0,251
Waukegan 357,174,171,2,0,0,0,0,0,22,21,13,7,0,3,0,0,0,0,0,0,413
Waukegan 356,198,182,0,0,0,0,0,0,39,30,11,7,2,1,1,0,0,0,0,0,471
Waukegan 359,179,158,0,0,0,0,0,0,62,53,24,24,1,0,0,1,0,0,0,0,502
Waukegan 358,159,117,0,0,0,0,0,0,8,10,5,6,0,1,0,3,0,0,0,0,309
Ela 94,86,98,0,1,0,0,0,0,68,64,67,22,2,0,0,0,0,0,1,0,409
Ela 97,97,104,0,1,0,0,0,0,61,60,53,14,0,1,1,0,0,1,0,0,393
Ela 96,75,113,0,0,0,0,0,0,108,84,80,33,3,2,0,0,0,0,0,0,498
Ela 91,68,67,0,0,0,0,0,0,77,47,61,19,1,0,1,0,0,0,0,0,341
Ela 90,99,84,0,0,0,0,0,0,87,59,81,19,0,2,0,1,0,0,0,0,432
Ela 93,78,82,0,0,0,0,0,0,67,58,59,20,1,0,0,1,0,0,0,0,366
Ela 92,88,94,0,0,0,0,0,0,85,51,53,18,4,2,0,1,1,0,1,0,398
Milton 40,74,100,0,1,0,0,0,0,31,92,58,45,2,0,0,1,0,0,0,0,404
Downers Grove 130,84,83,0,0,1,0,0,0,43,26,19,9,1,3,0,0,0,0,1,0,270
Downers Grove 131,84,66,0,0,0,0,0,0,60,53,47,18,0,1,1,0,0,0,0,0,330
Downers Grove 132,47,45,0,0,1,0,0,0,49,28,62,17,0,0,1,0,0,0,0,0,250
Winfield 34,55,114,0,0,0,0,0,0,50,44,21,15,2,1,0,0,0,0,0,0,302
Winfield 35,53,58,0,0,0,0,0,0,54,58,46,22,3,1,0,0,0,0,0,0,295
Winfield 36,55,88,0,0,0,0,0,0,15,35,20,17,3,0,0,0,0,0,0,0,233
Winfield 37,72,54,1,1,0,0,0,0,48,56,25,12,0,3,0,1,0,0,0,0,273
Winfield 30,72,97,0,0,0,0,0,0,86,87,77,39,1,1,1,1,0,0,0,0,462
Winfield 31,58,93,1,0,0,0,0,0,53,36,34,9,0,0,0,0,0,0,0,0,284
Winfield 32,82,108,0,0,0,0,0,0,7,9,6,9,0,0,0,1,0,0,0,0,222
Winfield 33,74,97,0,0,0,0,0,0,61,57,29,15,1,1,1,0,0,0,0,0,336
Milton 79,71,61,0,0,0,0,0,0,69,62,96,31,1,1,0,0,0,2,0,0,394
Milton 78,49,120,1,0,1,0,0,0,41,42,48,18,0,2,0,0,0,0,0,0,322
Milton 73,71,53,0,0,0,0,0,0,49,43,64,14,0,1,0,1,0,0,1,0,297
Milton 72,102,110,0,1,1,0,0,0,30,15,4,11,0,0,1,0,0,0,0,0,275
Milton 71,61,42,0,0,1,0,0,0,33,67,76,26,0,1,0,0,0,0,0,0,307
Milton 70,108,103,0,0,0,0,0,0,40,30,22,8,1,0,1,2,0,0,0,0,315
Milton 77,51,37,1,0,0,0,0,0,48,45,84,22,0,1,0,0,0,0,0,0,289
Milton 76,69,89,0,0,0,0,0,0,59,47,40,25,1,0,2,0,0,0,0,0,332
Milton 75,63,61,0,0,0,0,0,0,54,77,90,25,2,0,0,0,0,0,0,0,372
Milton 74,72,55,0,0,0,0,0,0,60,67,92,28,0,2,0,0,0,2,0,0,378
Benton 54,96,89,0,0,0,0,0,0,139,110,45,27,1,0,0,1,0,0,0,0,508
Benton 55,58,71,0,0,0,0,0,0,120,45,31,20,1,1,0,0,0,0,0,0,347
Benton 56,63,71,0,0,1,0,0,0,142,72,22,15,2,1,0,2,0,0,0,0,391
Benton 57,87,105,0,0,0,0,0,0,57,70,13,18,2,1,0,0,0,0,0,0,353
Benton 51,50,91,0,1,1,0,0,0,107,68,29,14,3,2,0,0,0,0,2,0,368
Benton 52,68,97,0,0,0,0,0,0,144,107,39,36,5,1,2,0,0,0,0,0,499
Benton 53,65,98,2,1,0,0,0,0,125,95,29,35,2,1,0,0,1,0,0,0,454
Benton 58,94,78,0,1,0,1,0,0,75,71,32,18,0,2,1,1,1,0,0,0,375
Benton 59,168,138,0,0,1,0,0,0,51,35,18,19,1,0,0,0,0,0,0,0,431
EL0009,80,123,0,2,0,1,0,0,21,18,4,4,0,1,0,0,1,0,0,0,255
Bloomingdale 80,44,56,0,0,0,0,0,0,57,40,43,9,0,0,0,0,0,0,0,0,249
Bloomingdale 89,52,64,0,1,0,1,0,0,53,49,26,16,0,0,2,0,0,0,0,0,264
DU0030,122,117,0,0,0,0,0,0,140,96,65,28,2,0,1,0,1,3,0,0,575
DU0031,36,71,0,1,0,0,0,0,57,53,33,13,0,2,0,0,0,0,0,0,266
Lake Villa 155,62,103,0,0,0,0,0,0,127,76,54,29,1,5,0,1,2,0,0,0,460
Lake Villa 154,100,148,1,1,0,0,0,0,142,86,52,29,2,5,2,1,0,0,0,0,569
Lake Villa 157,71,140,0,0,0,0,0,0,91,63,45,18,2,1,1,0,1,0,0,0,433
Lake Villa 156,118,166,0,1,1,0,0,0,141,69,68,38,3,3,1,0,0,1,0,0,610
Lake Villa 151,64,108,0,1,0,0,0,0,76,42,47,15,0,0,1,1,2,0,0,0,357
Lake Villa 150,86,136,0,1,1,0,0,0,86,65,33,28,2,0,3,0,2,0,0,0,443
Lake Villa 153,82,107,0,0,0,0,0,0,81,75,68,26,0,0,1,1,1,1,0,0,443
Lake Villa 152,74,130,0,0,0,0,0,0,70,68,57,21,1,0,0,1,1,0,0,0,423
Lake Villa 159,107,125,0,1,0,0,0,0,81,54,54,13,2,2,0,0,0,0,0,0,439
Lake Villa 158,101,144,0,0,0,1,0,0,100,56,48,15,2,1,1,0,1,1,0,0,471
Downers Grove 61,82,75,0,1,0,0,0,0,74,49,97,25,1,5,0,0,0,0,0,0,409
Downers Grove 60,87,75,0,0,0,0,0,0,59,32,33,13,0,0,0,1,0,0,0,0,300
Downers Grove 63,59,62,0,0,0,0,0,0,44,24,30,15,0,0,0,0,0,0,0,0,234
Downers Grove 62,86,77,0,0,0,0,0,0,116,54,62,17,2,0,1,0,0,0,0,0,415
Downers Grove 65,63,85,0,0,0,0,0,0,52,59,79,15,0,0,0,0,1,0,1,0,355
Downers Grove 64,83,134,0,0,0,2,0,0,113,99,79,33,1,1,0,3,1,0,0,0,549
Downers Grove 67,72,100,0,1,0,0,0,0,119,58,56,26,1,0,1,0,0,0,0,0,434
Downers Grove 66,55,59,0,1,0,1,0,0,81,33,38,13,0,1,1,0,0,0,0,0,283
Downers Grove 69,55,68,0,0,0,0,0,0,37,27,22,9,0,0,0,1,0,0,0,0,219
Downers Grove 68,46,30,0,0,0,0,0,0,67,33,47,9,0,0,0,0,0,0,1,0,233
York 53,65,61,0,0,0,0,0,0,40,25,56,10,1,0,1,0,0,1,1,0,261
York 52,73,111,1,0,0,0,0,0,60,33,20,8,0,1,1,1,0,0,0,0,309
York 51,73,172,0,1,0,0,0,0,74,41,48,12,0,0,0,0,0,0,0,0,421
York 50,88,85,0,0,0,0,0,0,49,31,65,19,2,5,1,1,0,0,0,0,346
York 57,72,140,0,0,0,0,0,0,67,51,45,11,0,1,1,1,0,0,0,0,389
York 56,106,102,1,0,1,0,0,0,70,44,57,14,0,0,1,0,0,0,0,0,396
York 55,51,98,0,0,0,0,0,0,26,23,25,13,1,1,0,0,0,0,0,0,238
York 54,66,71,0,0,0,0,0,0,46,34,18,11,0,2,1,0,1,0,0,0,250
York 59,70,99,0,0,0,0,0,0,55,44,76,21,1,2,0,0,0,0,0,0,368
York 58,50,37,0,0,0,0,0,0,40,28,16,3,2,0,2,0,0,0,0,0,178
EL0049,85,124,0,2,0,1,0,0,69,60,25,16,2,1,1,1,1,1,1,0,390
EL0048,136,101,1,0,0,1,0,0,85,69,48,24,3,1,0,1,1,0,0,0,471
EL0041,94,104,0,0,0,0,0,0,30,43,33,17,4,0,0,0,0,1,0,0,326
EL0040,67,101,1,0,0,0,0,0,26,16,12,7,1,1,1,0,0,0,0,0,233
EL0043,66,86,0,0,0,0,0,0,26,29,20,11,3,3,0,0,0,0,0,0,244
EL0042,56,81,0,0,0,0,0,0,57,27,22,10,0,0,0,0,0,0,0,0,253
EL0045,33,67,0,0,0,0,0,0,33,15,14,4,0,0,0,0,0,0,0,0,166
EL0044,77,117,0,2,1,0,0,0,38,30,30,15,1,0,0,0,0,0,1,0,312
EL0047,121,165,0,1,1,0,0,0,120,107,75,39,4,2,1,0,1,1,1,0,639
EL0046,40,44,0,0,1,0,0,0,29,25,14,8,0,0,0,1,0,0,0,0,162
Milton 9,46,49,0,2,0,0,0,0,21,49,93,15,1,0,1,1,0,0,1,0,279
Milton 8,60,76,0,2,0,0,0,0,34,59,107,23,3,1,0,0,0,0,0,0,365
Milton 1,46,64,0,0,0,0,0,0,25,58,60,18,2,0,2,0,0,0,0,0,275
Milton 3,53,64,0,0,0,0,0,0,45,138,103,42,2,1,1,0,1,0,0,0,450
Milton 2,79,75,0,0,0,0,0,0,37,60,94,27,1,2,2,1,0,0,0,0,378
Milton 5,67,87,0,0,0,0,0,0,93,106,61,26,3,1,0,0,0,0,0,0,444
Milton 4,57,70,0,0,0,0,0,0,60,96,125,37,1,4,0,0,0,0,0,0,450
Milton 7,48,75,0,0,0,0,0,0,30,72,60,18,1,1,0,1,0,1,0,0,307
Milton 6,81,76,0,0,0,0,0,0,38,38,62,18,3,2,1,0,0,0,0,0,319
Addison 9,74,79,0,1,0,2,0,0,49,13,22,18,2,0,0,1,0,0,0,0,261
Warren 319,107,130,0,0,0,0,0,0,89,90,77,35,2,0,0,1,1,0,1,0,533
Warren 318,136,150,0,0,0,0,0,0,130,64,44,20,1,4,1,0,0,0,0,0,550
Warren 317,118,128,0,1,0,0,0,0,89,84,66,28,3,0,0,1,0,1,0,0,519
Warren 316,107,160,0,0,1,1,0,0,96,67,56,24,3,2,2,0,1,0,1,0,521
Warren 315,130,138,0,0,0,0,0,0,117,72,79,31,0,1,1,0,0,1,0,0,570
CA0009,57,94,0,0,0,0,0,0,106,62,64,15,1,1,0,0,0,0,0,0,400
Warren 313,116,126,0,0,0,0,0,0,58,49,33,15,1,1,0,0,0,0,0,0,399
Warren 312,120,118,0,0,0,0,0,0,69,80,90,40,1,2,0,1,0,2,0,0,523
Warren 311,76,112,1,0,0,1,0,0,78,53,54,18,1,0,0,0,1,1,0,0,396
Warren 310,110,101,0,0,0,0,0,0,97,93,105,51,2,1,1,0,0,0,0,0,561
CA0006,59,84,0,0,0,0,0,0,103,63,60,20,3,1,0,2,1,0,0,0,396
Milton 108,47,62,0,0,0,0,0,0,47,39,57,15,0,2,1,0,0,1,0,0,271
Milton 109,61,32,0,0,0,0,0,0,80,60,95,34,1,1,0,1,0,0,0,0,365
Addison 6,83,120,1,1,0,2,0,0,59,50,40,19,1,1,0,0,1,1,0,0,379
Milton 102,38,32,0,1,0,0,0,0,50,66,77,21,1,1,0,0,0,0,0,0,287
Milton 103,95,83,2,1,0,1,0,0,39,40,29,14,1,2,2,0,2,0,0,0,311
Milton 100,54,50,0,0,0,0,0,0,57,49,61,25,0,0,1,0,0,0,0,0,297
Milton 101,88,99,0,0,0,0,0,0,44,26,16,4,1,0,1,0,1,0,0,0,280
Milton 106,46,34,1,0,0,0,0,0,56,94,77,27,1,2,1,0,0,0,0,0,339
Milton 107,72,64,0,0,0,0,0,0,72,98,91,33,1,1,2,0,0,0,0,0,434
Milton 104,64,85,0,0,0,0,0,0,50,41,43,12,0,1,0,0,0,0,0,0,296
Milton 105,51,39,0,0,0,0,0,0,28,20,57,7,1,1,2,1,0,0,0,0,207
CA0005,56,90,0,0,1,0,0,0,122,95,78,35,1,0,0,1,0,0,0,0,479
CA0002,67,120,0,0,0,0,0,0,137,76,79,41,0,2,2,0,0,1,1,0,526
CA0003,67,96,0,0,0,0,0,0,127,88,87,35,1,1,0,2,0,1,1,0,506
Cuba 73,73,75,0,1,0,0,0,0,116,52,92,37,4,4,1,1,3,0,0,0,459
Cuba 72,69,59,0,0,0,0,0,0,82,58,72,28,3,1,1,0,0,0,1,0,374
Cuba 71,67,57,0,0,0,0,0,0,98,63,90,33,0,0,0,0,0,0,1,0,409
Cuba 70,49,40,0,0,0,0,0,0,86,58,79,35,2,0,0,0,0,0,0,0,349
Cuba 77,86,58,0,1,0,0,0,0,128,81,185,43,1,6,1,0,0,0,0,0,590
Cuba 76,109,107,0,0,0,0,0,0,111,46,75,26,0,2,1,0,0,0,0,0,477
Cuba 75,45,48,0,0,0,0,0,0,122,61,89,16,1,0,2,0,0,0,0,0,384
Cuba 74,50,82,0,1,0,0,0,0,130,85,95,46,0,0,2,1,1,0,0,0,493
Fremont 109,152,53,0,0,1,0,0,0,135,61,67,31,3,2,1,0,0,2,0,0,508
Fremont 108,147,64,1,2,0,0,0,0,128,71,73,31,0,3,0,1,0,1,0,0,522
Fremont 107,97,110,0,0,0,0,0,0,60,54,32,15,2,1,1,0,0,0,0,0,372
Fremont 106,84,97,0,1,1,0,0,0,46,39,32,12,0,0,0,0,0,0,0,0,312
Milton 68,68,90,0,1,0,0,0,0,33,43,72,14,1,0,0,0,0,0,0,0,322
Milton 69,63,80,0,0,1,0,0,0,44,45,63,18,1,2,0,0,0,1,0,0,318
7900049,68,115,1,2,1,0,0,0,81,27,28,11,0,2,2,0,0,0,0,0,338
7900048,112,195,1,0,1,1,0,0,83,28,11,5,0,0,0,0,0,0,0,0,437
Milton 64,57,90,0,0,1,0,0,0,31,65,62,21,1,2,1,0,0,0,0,0,331
Milton 65,68,75,0,0,0,0,0,0,51,81,127,26,3,1,1,2,1,0,0,0,436
Milton 66,106,65,0,0,0,1,0,0,51,41,85,21,2,2,2,0,0,1,1,0,378
Milton 67,67,48,0,0,0,0,0,0,49,33,56,17,1,0,1,0,0,0,0,0,272
Milton 60,39,56,0,0,0,0,0,0,37,35,40,8,0,0,0,0,0,0,0,0,215
Milton 61,48,27,0,0,0,0,0,0,60,43,96,17,0,2,0,0,0,0,0,0,293
Milton 62,66,57,1,1,0,0,0,0,27,37,55,25,1,0,2,0,0,0,0,0,272
Milton 63,62,96,0,0,0,0,0,0,57,74,26,12,1,1,3,0,0,0,0,0,332
Avon 44,105,125,0,0,0,0,0,0,74,56,71,21,1,2,0,0,0,0,0,0,455
Warren 314,62,110,0,0,0,0,0,0,58,36,39,19,0,3,2,0,0,0,0,0,329
7600042,87,73,0,1,0,0,0,0,93,38,36,24,0,1,0,0,0,0,0,0,353
7600043,132,158,2,0,0,0,0,0,65,48,21,14,1,2,0,0,0,0,0,0,443
7600040,156,148,0,1,0,0,0,0,85,37,29,24,1,3,1,0,0,1,0,0,486
7600041,179,192,0,0,0,0,0,0,105,73,47,23,2,3,0,0,1,0,0,0,625
Antioch 17,63,113,0,0,0,0,0,0,125,45,18,13,1,1,0,0,1,0,2,0,382
Antioch 16,122,79,0,1,0,1,0,0,163,76,69,22,0,4,0,0,0,0,1,0,538
7600044,116,182,1,1,0,0,0,0,97,83,67,27,0,1,1,1,0,0,0,0,577
Antioch 14,54,64,1,0,1,0,0,0,134,74,61,21,0,2,0,0,1,0,0,0,413
Lake Villa 160,96,106,0,0,0,0,0,0,61,57,48,26,3,0,2,1,1,0,0,0,401
Lake Villa 161,71,95,0,0,1,0,0,0,81,54,31,15,2,1,1,0,0,0,0,0,352
Lake Villa 162,56,105,1,1,0,0,0,0,107,59,33,19,0,1,1,0,2,1,0,0,386
Lake Villa 163,123,152,0,1,0,1,0,0,99,78,53,31,4,0,0,1,1,0,0,0,544
Lake Villa 164,127,149,0,0,0,0,0,0,87,66,36,25,0,3,0,0,0,1,0,0,494
Lake Villa 165,115,150,1,0,0,0,0,0,63,57,34,17,1,1,1,1,0,0,0,0,441
Lake Villa 166,113,211,0,0,0,1,0,0,84,68,41,22,1,1,0,1,0,1,0,0,544
Downers Grove 14,79,99,0,1,0,0,0,0,81,61,46,15,0,3,1,1,0,0,0,0,387
Downers Grove 15,51,84,0,1,0,0,0,0,65,30,24,5,0,1,0,1,0,0,0,0,262
Downers Grove 16,49,39,0,0,0,0,0,0,57,19,92,40,3,0,0,0,1,0,0,0,300
Downers Grove 17,82,84,0,1,0,0,0,0,51,36,97,18,2,0,0,0,0,0,0,0,371
Downers Grove 10,69,157,0,0,1,0,0,0,49,49,34,7,0,1,1,0,0,1,0,0,369
Downers Grove 11,96,66,0,0,0,0,0,0,52,47,126,30,0,1,0,0,0,0,0,0,418
Downers Grove 12,58,107,0,0,0,0,0,0,64,40,47,23,0,0,1,0,0,0,0,0,340
Downers Grove 13,53,66,0,0,1,0,0,0,45,51,31,12,2,4,0,0,0,0,0,0,265
Downers Grove 18,93,119,0,0,0,1,0,0,52,54,67,17,0,0,0,0,1,0,0,0,404
Downers Grove 19,42,70,0,2,0,0,0,0,52,22,17,5,0,0,0,0,0,1,0,0,211
York 40,83,103,0,0,0,0,0,0,53,49,69,17,1,1,0,0,0,0,0,0,376
York 41,63,66,0,0,0,0,0,0,41,31,94,25,0,1,0,0,0,0,0,0,321
York 42,47,92,0,0,0,0,0,0,66,28,25,5,2,0,0,0,1,0,1,0,267
York 43,38,61,0,1,0,0,0,0,34,26,39,12,1,2,0,1,0,0,0,0,215
York 44,62,80,0,1,0,0,0,0,64,47,35,15,0,1,1,1,1,1,0,0,309
York 45,44,45,0,0,0,0,0,0,44,33,29,11,1,0,0,0,0,0,0,0,207
York 46,74,79,0,0,0,0,0,0,64,55,57,9,1,3,1,1,0,0,0,0,344
York 47,78,138,0,0,0,0,0,0,78,45,44,23,0,2,3,0,0,0,0,0,411
York 48,35,19,0,0,0,0,0,0,75,27,47,10,0,1,0,1,0,0,0,0,215
York 49,118,107,1,1,0,0,0,0,65,37,26,14,0,1,1,0,0,1,0,0,372
Lisle 50,51,75,0,0,0,0,0,0,47,44,56,13,0,0,0,0,0,0,1,0,287
Lisle 51,84,84,0,0,0,0,0,0,62,40,61,11,1,1,0,0,0,0,0,0,344
Lisle 52,71,92,0,1,0,0,0,0,46,46,61,19,0,1,1,0,0,0,0,0,338
Lisle 53,145,157,0,0,0,2,0,0,57,41,24,17,1,1,0,2,1,0,0,0,448
Lisle 54,78,78,0,0,0,0,0,0,46,39,38,11,0,2,0,0,0,0,0,0,292
Lisle 55,56,70,0,1,0,0,0,0,29,35,58,12,1,1,0,1,0,0,0,0,264
Lisle 56,45,79,0,0,0,0,0,0,41,37,40,7,0,2,2,1,1,0,0,0,255
Lisle 57,78,69,0,0,0,0,0,0,59,29,55,17,2,2,0,0,0,1,0,0,312
Lisle 58,79,99,0,0,0,1,0,0,67,52,44,14,0,1,0,0,0,0,0,0,357
Lisle 59,87,80,1,0,0,0,0,0,64,43,84,30,1,0,1,2,0,0,0,0,393
Milton 119,36,25,0,0,0,0,0,0,24,16,7,3,0,0,0,0,0,0,0,0,111
Milton 111,64,88,0,0,0,0,0,0,42,51,42,16,2,1,1,0,1,0,0,0,308
Milton 110,53,59,0,0,0,0,0,0,44,27,37,21,1,1,1,0,0,0,0,0,244
Milton 113,46,49,0,1,0,0,0,0,27,37,73,14,1,0,2,0,0,1,0,0,251
Milton 112,43,36,0,0,0,0,0,0,41,41,69,21,0,1,1,0,0,2,0,0,255
Milton 115,54,52,0,0,0,0,0,0,40,88,70,31,2,0,2,0,0,0,0,0,339
Milton 114,45,56,0,0,0,0,0,0,31,64,37,27,2,0,0,0,0,0,0,0,262
Milton 116,54,36,0,0,0,0,0,0,60,58,81,25,1,1,0,2,0,0,0,0,318
Bloomingdale 5,84,126,0,0,0,0,0,0,83,30,37,15,2,1,1,0,0,0,0,0,379
Bloomingdale 4,51,38,0,0,0,0,0,0,57,23,13,8,0,0,0,0,0,0,0,0,190
Bloomingdale 7,55,62,0,0,0,0,0,0,79,23,28,15,0,2,1,1,0,0,0,0,266
Bloomingdale 6,93,94,0,0,0,0,0,0,45,36,16,6,0,1,0,0,0,0,0,0,291
Bloomingdale 1,72,36,0,1,0,0,0,0,78,36,48,24,1,0,0,1,1,0,0,0,298
Bloomingdale 3,56,40,0,0,1,0,0,0,63,36,35,19,0,0,0,0,0,0,0,0,250
Bloomingdale 2,114,91,0,0,0,0,0,0,96,47,44,14,1,3,1,0,0,1,0,0,412
Bloomingdale 9,64,73,0,0,0,0,0,0,30,39,25,9,1,0,0,0,1,0,1,0,243
Bloomingdale 8,48,49,0,0,0,0,0,0,131,43,55,12,1,0,0,0,1,0,0,0,340
7900069,155,102,0,2,0,1,0,0,105,86,136,39,0,0,2,1,0,0,0,0,629
8700068,83,73,0,0,0,0,0,0,91,44,84,26,2,0,1,1,0,0,0,0,405
8700069,82,117,0,0,0,0,0,0,63,54,64,27,0,1,3,1,0,0,0,0,412
7900068,90,104,0,0,0,0,0,0,51,24,12,11,0,0,2,0,1,0,0,0,295
8700064,106,130,0,0,1,0,0,0,59,57,39,25,1,0,2,0,0,0,0,0,420
8700065,103,61,0,0,0,0,0,0,81,33,67,16,1,0,0,1,0,0,0,0,363
8700066,162,203,0,0,0,0,0,0,79,40,23,16,0,0,0,0,0,0,0,0,523
8700067,63,51,1,0,0,0,0,0,119,49,101,25,0,0,0,1,1,0,1,0,412
8700060,133,148,0,0,1,0,0,0,47,26,23,17,3,1,0,1,0,0,0,0,400
8700061,80,67,0,0,0,1,0,0,28,26,16,12,0,1,1,0,2,0,0,0,234
8700062,79,133,0,1,0,1,0,0,49,30,23,10,2,0,0,0,0,0,0,0,328
8700063,91,131,0,0,0,0,0,0,78,45,67,17,2,0,0,0,0,0,0,0,431
Cuba 64,28,49,0,0,0,0,0,0,102,48,48,18,0,0,1,0,0,0,0,0,294
Cuba 65,83,57,0,0,0,0,0,0,141,65,124,35,2,0,0,0,0,0,0,0,507
Cuba 66,77,75,0,0,0,0,0,0,78,76,107,39,0,1,0,1,0,0,0,0,454
Cuba 67,64,56,0,1,1,0,0,0,77,58,57,28,3,1,0,0,1,0,0,0,347
Cuba 68,102,62,0,0,0,0,0,0,122,63,107,27,1,7,0,0,0,1,0,0,492
Cuba 69,139,70,0,1,0,1,0,0,163,55,114,32,0,1,1,3,0,0,0,0,580
7900063,122,108,2,0,1,0,0,0,163,84,84,32,4,0,0,0,0,0,1,0,601
Moraine 220,347,141,0,0,1,0,0,0,59,16,51,20,0,1,1,0,0,1,0,0,638
7900062,36,40,0,0,0,0,0,0,48,30,36,12,0,0,0,2,0,0,0,0,204
Moraine 221,267,147,0,0,1,0,0,0,43,21,61,30,0,0,0,1,0,0,0,0,571
Moraine 222,310,135,0,0,0,0,0,0,33,21,68,31,0,1,1,0,0,0,0,0,600
SC0032,45,31,0,0,0,0,0,0,79,56,84,16,0,0,0,1,1,0,0,0,313
Fremont 118,70,62,0,0,0,0,0,0,74,51,52,20,0,1,1,0,0,0,0,0,331
Fremont 119,101,137,0,0,0,0,0,0,76,56,78,20,4,3,0,0,1,1,0,0,477
Fremont 116,89,84,0,0,0,0,0,0,51,70,69,37,1,1,1,0,0,0,0,0,403
Fremont 117,90,110,0,2,0,0,0,0,69,68,72,31,2,0,2,0,0,0,0,0,446
Fremont 114,81,93,0,0,2,0,0,0,148,74,97,28,0,2,2,1,0,0,1,0,529
Fremont 115,122,120,0,0,0,0,0,0,88,101,89,50,0,0,1,0,0,0,0,0,571
Fremont 112,286,108,0,1,0,0,0,0,206,116,171,71,2,2,2,1,0,0,0,0,966
Fremont 113,92,80,0,0,0,0,0,0,186,77,97,30,1,1,0,2,1,0,0,0,567
Fremont 110,85,91,0,0,0,0,0,0,16,29,29,8,0,0,1,0,0,0,0,0,259
Fremont 111,132,163,1,1,0,1,0,0,149,96,79,50,1,1,1,1,1,0,0,0,677
Winfield 16,93,115,0,0,0,0,0,0,82,46,36,19,1,0,1,0,1,0,1,0,395
Winfield 17,57,79,0,0,0,0,0,0,55,46,37,16,3,0,1,0,0,1,0,0,295
Winfield 14,85,103,0,0,0,0,0,0,102,79,59,19,3,0,0,0,0,1,0,0,451
Winfield 15,57,85,0,0,0,0,0,0,48,48,45,17,3,0,0,0,0,0,0,0,303
Winfield 12,78,108,0,0,0,0,0,0,90,75,48,21,2,4,1,1,0,0,0,0,428
Winfield 13,75,71,0,0,0,0,0,0,24,21,8,7,0,1,0,0,0,0,0,0,207
Winfield 10,68,94,1,0,0,1,0,0,63,80,41,25,3,2,1,0,0,0,0,0,379
Winfield 11,64,89,0,0,0,1,0,0,47,32,13,10,0,2,1,0,0,0,0,0,259
Winfield 18,44,61,0,0,0,0,0,0,61,60,63,21,0,0,1,1,1,0,0,0,313
Winfield 19,51,53,0,0,0,0,0,0,73,96,66,29,1,0,0,0,0,0,0,0,369
Milton 91,56,42,0,0,0,0,0,0,44,71,78,22,3,2,0,0,1,0,0,0,319
Milton 90,72,90,0,0,0,0,0,0,65,84,118,33,1,2,0,0,1,0,0,0,466
Milton 93,77,49,0,0,0,0,0,0,39,25,49,14,2,0,0,2,0,0,1,0,258
Milton 92,74,77,0,0,0,0,0,0,55,70,105,32,0,2,0,1,0,0,1,0,417
7900058,109,118,0,2,1,0,0,0,85,19,11,6,1,0,1,0,0,0,0,0,353
7900059,114,150,0,1,1,0,0,0,47,27,9,12,1,1,1,0,0,0,0,0,364
Milton 97,105,69,0,0,0,0,0,0,68,70,81,23,0,2,2,0,1,0,0,0,421
Milton 96,77,63,0,0,0,0,0,0,36,35,121,20,1,1,3,0,0,0,0,0,357
7900054,60,87,1,0,0,0,0,0,45,26,12,14,0,0,0,0,0,0,0,0,245
7900055,106,105,1,0,0,0,0,0,92,67,125,38,1,1,1,0,0,0,0,0,537
7900056,213,284,0,2,1,1,0,0,76,25,5,6,0,0,2,0,0,1,0,0,616
7900057,173,263,0,1,0,2,0,0,47,19,8,7,1,1,0,0,0,0,0,0,522
7900050,135,173,0,2,0,0,0,0,80,66,45,15,0,0,0,0,0,0,0,0,516
7900051,109,121,1,0,0,0,0,0,72,25,5,1,0,1,0,1,0,0,0,0,336
7900052,126,136,1,1,1,0,0,0,101,50,43,24,1,0,0,0,0,1,0,0,485
7900053,115,89,0,0,0,0,0,0,100,36,46,23,0,2,0,0,0,0,1,0,412
Wayne 60,31,44,0,0,0,1,0,0,36,26,19,5,0,0,1,0,0,0,0,0,163
Addison 5,57,60,0,0,0,0,0,0,74,39,26,12,2,0,2,0,1,1,0,0,274
Addison 22,83,54,0,0,2,0,0,0,56,42,60,17,3,0,2,0,0,0,1,0,320
Addison 32,42,54,0,0,0,2,0,0,89,25,22,10,1,0,1,0,0,0,1,0,247
BA0012,94,145,2,0,0,0,0,0,88,69,53,8,2,0,1,0,0,0,0,0,462
BA0013,67,96,0,1,0,0,0,0,75,83,50,33,0,0,2,1,0,1,0,0,409
Addison 24,28,22,0,1,0,0,0,0,67,20,22,21,1,0,0,0,0,0,0,0,182
Addison 25,75,97,0,0,0,0,0,0,64,50,57,36,2,1,0,2,0,1,0,0,385
York 79,32,53,0,0,0,0,0,0,49,15,14,13,0,2,1,0,0,0,0,0,179
York 78,55,100,0,0,0,0,0,0,49,32,26,14,0,0,1,1,1,1,0,0,280
York 75,59,103,0,0,1,1,0,0,53,39,36,20,2,2,0,0,1,0,0,0,317
York 74,98,116,0,0,0,0,0,0,43,50,48,17,1,2,2,0,1,0,0,0,378
